inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
96695471.66030128,62802063.0603765,10770343.808320684,86315502.7135748,73378128.79636313,,600276.SH,1999.0
208584637.24621123,66344988.721344605,13860381.1404513,102509595.90906791,87657871.65425347,,600276.SH,2000.0
235716943.72650036,76050094.11507685,17147331.746353723,133605640.94352216,115759356.51896285,2562.632332039749,600276.SH,2001.0
251974155.1485076,82543177.394255,16582222.629444577,158146031.00400952,136370494.8786831,2555.549764605749,600276.SH,2002.0
305903038.6440147,115415843.07692385,19443022.795879968,221485448.11796305,193297824.6283454,2576.1590369009564,600276.SH,2003.0
261580540.11035985,53618977.253219485,25278183.57553023,238610552.9874084,202341227.41209,3332.048423428686,600276.SH,2004.0
257744689.2261779,35517434.449325874,32101947.4074088,236495862.436103,193461460.2957454,3324.555680343632,600276.SH,2005.0
289283356.8917906,39611566.06350355,40428912.349404775,283011980.8335018,229506752.05230644,3704.673036432525,600276.SH,2006.0
390834260.44631207,73852295.41451946,81232158.57877469,380347947.4754264,309156202.1670801,4275.788022805297,600276.SH,2007.0
417506340.9754613,42579914.46446402,80671691.08742313,443100344.24291456,330297307.03909034,4550.922722134028,600276.SH,2008.0
524445969.447255,58384494.16526395,121245160.86472352,529708258.1721513,407849479.4321261,4949.738061832248,600276.SH,2009.0
686075834.6073717,74109090.59364593,133042794.1942152,659389454.908591,510706002.6209983,5897.14568643152,600276.SH,2010.0
821414554.6043965,74924487.1346121,160327705.55962798,775786643.6223723,599974375.6546463,6399.704944937494,600276.SH,2011.0
953132258.490524,72790671.32118876,186243763.75642648,879139604.8269981,668859881.1196626,9800.036746608232,600276.SH,2012.0
1138305294.1069152,88979424.79986632,203697526.73022985,977940707.8974124,749204504.7231847,9982.65697769392,600276.SH,2013.0
1396278516.6653464,122463658.75428411,241694813.1307498,1145106216.5294015,872784372.015931,9876.080889283228,600276.SH,2014.0
1731933525.0783105,171576164.2027152,335032462.07741785,1403413429.1049993,1017549652.0538812,11251.273318430183,600276.SH,2015.0
2128962533.476256,216262906.97366747,391352342.302378,1648152568.430516,1201029800.1153903,13776.548524570942,600276.SH,2016.0
2627421071.831506,305305373.12087566,479615852.0141023,2015147667.127351,1489058620.5849276,15866.112210816003,600276.SH,2017.0
3205604430.174765,367490459.251937,582192955.4084532,2496951274.507081,1897215164.2703216,22079.598744000003,600276.SH,2018.0
3869119795.495604,367718398.5539543,747870677.2400522,3269877266.200662,2481924081.633455,25139.499000000003,600276.SH,2019.0
4738848089.139447,537965623.7231047,860847658.1591338,3784382441.577955,2905839258.7150445,28903.0,600276.SH,2020.0
,,,,,,600293.SH,1996.0
145606171.26485428,94842982.93527618,6952760.85852804,43409308.876287706,38272162.83012322,,600293.SH,1997.0
146742772.2204738,95843535.9410768,9261591.972007489,50608624.11861643,42464307.33921342,,600293.SH,1998.0
145112316.4221252,90479019.55552602,9875790.48850993,68208888.71743579,58229604.4747816,,600293.SH,1999.0
