inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
14901867.349282533,39467.67742904947,-116993.47237896809,,0.0,1.0,177901,2008.0
,,,,,,184947,2010.0
,,,,,,184947,2011.0
,,,,,,184947,2012.0
,,,,,,184947,2013.0
,,,,,,184947,2014.0
,,,,,,184947,2015.0
,,,,,,184947,2016.0
,,,,,,184947,2017.0
,,,,,,184947,2018.0
,,,,,,184947,2019.0
,,,,,,184947,2020.0
,,,,,,184947,2021.0
,,,,,,184947,2022.0
,,,,,,184947,2023.0
